id,aircraft.id,maintenanceType,startDate,endDate,description,workOrder.id,supplierName,technician
9bbe45dc-2158-4452-868d-bfbbdb970676,AIRCRAFT-432,EMERGENCY,2026-08-30,2026-08-31,Inspected fuel lines for leaks,WORK-ORDER-6425,Precision Aviation Services,Jennifer Kim
9bbfbb53-3a41-4efc-983d-f422377697ac,AIRCRAFT-40,UNSCHEDULED,2026-02-10,2026-02-10,Replaced worn turbine blades,WORK-ORDER-1652,AeroTech Solutions,Robert Martinez
9bc399c2-23e5-45b6-a0f1-5ec57f28fbbb,AIRCRAFT-407,EMERGENCY,2026-07-20,2026-07-20,Inspected combustion chamber for cracks,WORK-ORDER-4815,Precision Aviation Services,Jennifer Kim
9bc40eef-7cf8-4e75-b9a2-a3fccffd70ca,AIRCRAFT-465,SCHEDULED,2026-05-10,2026-05-11,Inspected fuel lines for leaks,WORK-ORDER-1706,AeroTech Solutions,Michael Thompson
9bc89d51-7ffd-417b-aeee-92981199dc40,AIRCRAFT-321,EMERGENCY,2026-03-17,2026-03-18,Verified fuel quality and contamination check,WORK-ORDER-13530,Apex Aircraft Support,Emily Davis
9bca3e62-4250-410b-96b5-518a75f08c1e,AIRCRAFT-107,SCHEDULED,2026-12-03,2026-12-03,Assessed corrosion from moisture exposure,WORK-ORDER-10734,SkyMaster Maintenance Corp,James Rodriguez
9bcaf3d6-44c9-49c4-83dd-d6852c1b65aa,AIRCRAFT-109,EMERGENCY,2026-04-14,2026-04-15,Replaced landing gear actuator seal,WORK-ORDER-265,TitanAir Logistics,Jennifer Kim
9bcb2840-c6ec-4424-978d-1fa98cefffa8,AIRCRAFT-232,UNSCHEDULED,2026-07-06,2026-07-06,Assessed corrosion from moisture exposure,WORK-ORDER-4204,Horizon Aviation Systems,James Rodriguez
9bcc213b-6ba5-4249-893f-295a5e8530f2,AIRCRAFT-277,EMERGENCY,2026-04-22,2026-04-23,Repaired antenna cable connection,WORK-ORDER-716,Premier Flight Services,James Rodriguez
9bceadb5-7b67-464e-b19e-c280a95dc70c,AIRCRAFT-113,SCHEDULED,2027-01-15,2027-01-16,Inspected windshield for crack propagation,WORK-ORDER-12664,SkyMaster Maintenance Corp,James Rodriguez
9bd041d4-50cf-42fc-b71e-e809aa445ec9,AIRCRAFT-417,SCHEDULED,2026-10-10,2026-10-10,Serviced and greased landing gear struts,WORK-ORDER-8230,TitanAir Logistics,Michael Thompson
9bd1049d-cc5a-4227-8077-d3e8331e6186,AIRCRAFT-324,UNSCHEDULED,2026-07-16,2026-07-16,Cleaned hydraulic filter and replaced element,WORK-ORDER-4783,Horizon Aviation Systems,Robert Martinez
9bd18c69-48b2-4946-822b-57d03b367fee,AIRCRAFT-247,EMERGENCY,2026-08-07,2026-08-08,Serviced and greased landing gear struts,WORK-ORDER-5642,Premier Flight Services,Jennifer Kim
9bd393b6-6bbf-43da-8b3a-6984ad8bb934,AIRCRAFT-339,UNSCHEDULED,2027-01-25,2027-01-26,Conducted pre-flight security screening,WORK-ORDER-12890,Precision Aviation Services,Michael Thompson
9bd3c2c5-4dad-4f60-b230-64ca05068419,AIRCRAFT-358,SCHEDULED,2026-07-20,2026-07-23,Replaced damaged tire,WORK-ORDER-4854,SkyMaster Maintenance Corp,Robert Martinez
9bd52c10-9238-442a-96b0-3846e3907e65,AIRCRAFT-64,UNSCHEDULED,2026-03-12,2026-03-14,Assessed corrosion from moisture exposure,WORK-ORDER-13346,AeroTech Solutions,Sarah Chen
9bd5899b-fa53-4431-924f-e0ad79e9bd42,AIRCRAFT-99,SCHEDULED,2026-04-28,2026-04-28,Performed thorough cabin security sweep,WORK-ORDER-1048,Horizon Aviation Systems,Jennifer Kim
9bd79015-ad6f-43f9-84ee-d28fc3f43e49,AIRCRAFT-436,UNSCHEDULED,2026-03-07,2026-03-07,Inspected cargo hold for unauthorized items,WORK-ORDER-11495,SkyMaster Maintenance Corp,James Rodriguez
9bd95737-417c-4325-b6ea-75190f78700a,AIRCRAFT-121,SCHEDULED,2026-07-29,2026-07-31,Conducted periodic system functional tests,WORK-ORDER-5200,SkyMaster Maintenance Corp,Sarah Chen
9bd96013-80a2-48bf-98dd-7079c2a71091,AIRCRAFT-74,SCHEDULED,2026-10-25,2026-10-27,Updated communication software,WORK-ORDER-8897,AeroTech Solutions,Emily Davis
9bdafcb3-0b4b-4a4e-913f-3f9dc5030291,AIRCRAFT-207,SCHEDULED,2027-01-07,2027-01-07,Replaced landing gear actuator seal,WORK-ORDER-12185,Precision Aviation Services,Sarah Chen
9bdbbd5d-94ff-4c3a-aebc-ba06091a2ec1,AIRCRAFT-82,UNSCHEDULED,2026-10-02,2026-10-02,Executed deferred structural inspection,WORK-ORDER-7673,Premier Flight Services,David Anderson
9bde3702-dd9e-46b4-bf32-799c1c35fe50,AIRCRAFT-47,SCHEDULED,2026-03-18,2026-03-18,Repaired antenna cable connection,WORK-ORDER-13708,SkyMaster Maintenance Corp,Emily Davis
9bdf159d-ef86-4d49-bca4-3ab62070b2bb,AIRCRAFT-365,UNSCHEDULED,2026-11-21,2026-11-21,Replaced worn brake pads,WORK-ORDER-10082,Horizon Aviation Systems,Jennifer Kim
9bdf87b5-8521-4900-9d5d-928fd2bad488,AIRCRAFT-341,UNSCHEDULED,2026-03-20,2026-03-20,Replaced landing gear actuator seal,WORK-ORDER-13821,AeroTech Solutions,David Anderson
9be3f7cb-1109-467a-9c96-9d00dfbd6644,AIRCRAFT-65,SCHEDULED,2026-03-02,2026-03-03,Replaced worn hydraulic pump seals,WORK-ORDER-8892,Horizon Aviation Systems,David Anderson
9be5cedf-ebab-447e-a3a0-05f18ce3fd05,AIRCRAFT-360,UNSCHEDULED,2026-07-23,2026-07-23,Replaced navigation display unit,WORK-ORDER-4935,Horizon Aviation Systems,David Anderson
9be64da4-6792-46b1-a005-81a2c7d47a76,AIRCRAFT-489,EMERGENCY,2026-11-10,2026-11-13,Checked security seals on sensitive equipment,WORK-ORDER-9706,Precision Aviation Services,James Rodriguez
9bec49ec-1493-40cd-a1f5-3683ef3b44a8,AIRCRAFT-353,UNSCHEDULED,2026-05-28,2026-05-29,Repaired antenna connection,WORK-ORDER-2447,TitanAir Logistics,Emily Davis
9becb03b-9b0f-4ad9-9b40-4c77056fa0db,AIRCRAFT-310,EMERGENCY,2026-09-19,2026-09-20,Tested system pressure and flow rates,WORK-ORDER-7407,SkyMaster Maintenance Corp,Sarah Chen
9bef8045-035d-47a3-9acf-a397ff327962,AIRCRAFT-208,UNSCHEDULED,2026-02-24,2026-02-24,Topped off auxiliary fuel tanks,WORK-ORDER-7125,Precision Aviation Services,Sarah Chen
9bf04258-4e1d-4424-a069-f88214ea0aa2,AIRCRAFT-257,SCHEDULED,2026-07-02,2026-07-03,Tested system pressure and flow rates,WORK-ORDER-3942,Apex Aircraft Support,Robert Martinez
9bf0d46e-ffa8-4fa5-a198-30520f6d52d8,AIRCRAFT-356,EMERGENCY,2026-11-04,2026-11-04,Topped off hydraulic fluid reservoir,WORK-ORDER-9275,TitanAir Logistics,Jennifer Kim
9bf1e87a-4cca-4d54-9bfb-34b335ebaeb5,AIRCRAFT-117,EMERGENCY,2026-12-12,2026-12-12,Performed thorough cabin security sweep,WORK-ORDER-11081,Horizon Aviation Systems,Robert Martinez
9bf2488e-d32e-4a4a-b9db-e45f2dad5d8f,AIRCRAFT-149,UNSCHEDULED,2026-02-06,2026-02-09,Checked security seals on sensitive equipment,WORK-ORDER-360,SkyMaster Maintenance Corp,Emily Davis
9bf2a5d8-1afb-4b6e-9910-271ce7c9b3dc,AIRCRAFT-127,UNSCHEDULED,2026-06-29,2026-06-29,Replaced radio transceiver unit,WORK-ORDER-3760,TitanAir Logistics,Sarah Chen
9bf5f167-d281-4a50-a1c9-58535d535981,AIRCRAFT-335,SCHEDULED,2026-08-11,2026-08-11,Recalibrated engine sensors,WORK-ORDER-5831,Apex Aircraft Support,Sarah Chen
9bf74b98-8622-4c82-bb94-0fc86ba9b7c7,AIRCRAFT-403,EMERGENCY,2026-09-10,2026-09-12,Completed 100-hour inspection checklist,WORK-ORDER-7083,Horizon Aviation Systems,Sarah Chen
9bf83988-e8b9-478e-afc8-d40c1bc6eb91,AIRCRAFT-436,EMERGENCY,2026-11-02,2026-11-03,Verified integrity of access panels and doors,WORK-ORDER-9365,AeroTech Solutions,James Rodriguez
9bfb07e2-0814-4c85-938a-80ffddb64e99,AIRCRAFT-122,EMERGENCY,2026-12-22,2026-12-22,Performed thorough cabin security sweep,WORK-ORDER-11450,Premier Flight Services,James Rodriguez
9bfd9942-e05e-4a12-a8d9-0bcf7788547d,AIRCRAFT-427,SCHEDULED,2026-04-30,2026-05-02,Inspected combustion chamber for cracks,WORK-ORDER-1224,AeroTech Solutions,Sarah Chen
9c0043d9-c155-4a3f-bb49-da7ffa844fbd,AIRCRAFT-80,EMERGENCY,2026-08-28,2026-08-28,Cleaned fuel injectors and filters,WORK-ORDER-6300,TitanAir Logistics,Robert Martinez
9c00c3be-2a24-420d-971c-a489c98b5dc6,AIRCRAFT-345,EMERGENCY,2026-02-03,2026-02-06,Performed routine safety equipment inspection,WORK-ORDER-14091,SkyMaster Maintenance Corp,Robert Martinez
9c00cb30-b54a-4390-a446-0603132df176,AIRCRAFT-79,EMERGENCY,2027-01-05,2027-01-05,Updated communication software,WORK-ORDER-12130,Apex Aircraft Support,James Rodriguez
9c022721-840e-469c-be5c-90dd3cb39de6,AIRCRAFT-308,EMERGENCY,2026-12-24,2026-12-24,Performed thorough cabin security sweep,WORK-ORDER-11431,Premier Flight Services,Sarah Chen
9c03862b-48d7-4353-a083-2b8a719d03c2,AIRCRAFT-225,UNSCHEDULED,2026-06-07,2026-06-08,Verified integrity of access panels and doors,WORK-ORDER-2865,TitanAir Logistics,James Rodriguez
9c03f312-6b81-4c81-9a74-843cb4826334,AIRCRAFT-491,SCHEDULED,2026-10-19,2026-10-20,Replaced leaking hydraulic line,WORK-ORDER-8709,SkyMaster Maintenance Corp,Sarah Chen
9c067aa9-5ffc-452f-8346-6b7fa2ba9e1d,AIRCRAFT-9,SCHEDULED,2026-02-02,2026-02-03,Replaced intercom system amplifier,WORK-ORDER-13458,AeroTech Solutions,Robert Martinez
9c07f5ba-489b-4b67-8aa7-85ebd638ee8d,AIRCRAFT-217,SCHEDULED,2026-07-30,2026-07-30,Repaired antenna cable connection,WORK-ORDER-5145,Premier Flight Services,Sarah Chen
9c096196-af77-4460-87c2-25629eec8e33,AIRCRAFT-87,SCHEDULED,2026-09-30,2026-09-30,Tested system pressure and flow rates,WORK-ORDER-7647,Precision Aviation Services,Michael Thompson
9c0b11a7-ecb1-427a-a904-3f4462806458,AIRCRAFT-17,SCHEDULED,2026-12-19,2026-12-19,Inspected cargo hold for unauthorized items,WORK-ORDER-11265,TitanAir Logistics,Michael Thompson
9c0b4a97-a1c7-4062-843c-d6eff617c8b6,AIRCRAFT-191,SCHEDULED,2026-12-23,2026-12-23,Performed thorough cabin security sweep,WORK-ORDER-11373,Premier Flight Services,Robert Martinez
9c0bf22e-becf-4324-be27-1c78bad160eb,AIRCRAFT-293,SCHEDULED,2026-12-29,2026-12-30,Recalibrated inertial navigation system,WORK-ORDER-11738,Precision Aviation Services,Michael Thompson
9c0e1f26-c080-49a8-addf-983e0ede3e98,AIRCRAFT-167,SCHEDULED,2026-06-13,2026-06-14,Conducted periodic system functional tests,WORK-ORDER-3118,Apex Aircraft Support,Sarah Chen
9c0fb21f-1f46-41ff-817d-057c89693489,AIRCRAFT-23,SCHEDULED,2026-04-18,2026-04-19,Conducted pre-flight security screening,WORK-ORDER-484,AeroTech Solutions,Sarah Chen
9c106482-f003-4c0e-9c6a-503a87020ca9,AIRCRAFT-192,UNSCHEDULED,2026-02-05,2026-02-07,Filled main fuel tanks to capacity,WORK-ORDER-14370,Horizon Aviation Systems,James Rodriguez
9c132117-5270-4ec9-b1f0-edb1ed657816,AIRCRAFT-387,UNSCHEDULED,2026-08-31,2026-08-31,Cleaned and tested headset jacks,WORK-ORDER-6576,SkyMaster Maintenance Corp,David Anderson
9c1689cc-dc68-4e5b-a3c0-1b96f4cfc21b,AIRCRAFT-480,UNSCHEDULED,2026-08-18,2026-08-18,Replaced intercom system amplifier,WORK-ORDER-6036,SkyMaster Maintenance Corp,Emily Davis
9c19ac34-3081-4038-a41f-8b5ce934733f,AIRCRAFT-450,UNSCHEDULED,2026-05-15,2026-05-15,Performed routine safety equipment inspection,WORK-ORDER-1950,TitanAir Logistics,Jennifer Kim
9c1af208-7627-4f8a-9831-565a92d967cd,AIRCRAFT-293,SCHEDULED,2026-12-29,2026-12-30,Replaced navigation display unit,WORK-ORDER-11738,Horizon Aviation Systems,Michael Thompson
9c1ba516-9de0-4637-be0c-5c043223d736,AIRCRAFT-439,SCHEDULED,2027-01-28,2027-01-28,Replaced worn hydraulic pump seals,WORK-ORDER-13002,Premier Flight Services,Michael Thompson
9c20adfe-33cd-4955-ab71-a3d9b3a54bf6,AIRCRAFT-208,UNSCHEDULED,2026-02-10,2026-02-11,Checked wing surfaces for lightning strike marks,WORK-ORDER-2135,TitanAir Logistics,Jennifer Kim
9c22f8fe-cfd9-4722-a978-13709bbe3bb3,AIRCRAFT-179,SCHEDULED,2026-05-16,2026-05-16,Cleaned and tested headset jacks,WORK-ORDER-1840,Precision Aviation Services,Emily Davis
9c241528-4971-4343-8822-a56be041b652,AIRCRAFT-164,SCHEDULED,2026-03-16,2026-03-17,Inspected and adjusted wheel alignment,WORK-ORDER-13481,Apex Aircraft Support,James Rodriguez
9c2437a2-96f3-483d-927d-83f4a0eaea07,AIRCRAFT-264,EMERGENCY,2026-09-21,2026-09-22,Replaced landing gear actuator seal,WORK-ORDER-7512,Horizon Aviation Systems,Robert Martinez
9c2c7849-713f-473e-b2fa-cbf479b91564,AIRCRAFT-305,UNSCHEDULED,2026-05-09,2026-05-10,Updated navigation software to latest version,WORK-ORDER-1580,AeroTech Solutions,Michael Thompson
9c2ef0ac-5056-40a6-ba74-0d9599594c48,AIRCRAFT-351,SCHEDULED,2026-06-24,2026-06-24,Conducted pre-flight security screening,WORK-ORDER-3745,Horizon Aviation Systems,Jennifer Kim
9c301776-1b84-4753-935a-9ee4b4a2e224,AIRCRAFT-441,EMERGENCY,2026-04-12,2026-04-12,Conducted pre-flight security screening,WORK-ORDER-239,Premier Flight Services,Robert Martinez
9c3331c6-114b-4048-82d3-07a5ae876cb2,AIRCRAFT-301,EMERGENCY,2026-12-31,2026-12-31,Replaced engine oil and filter,WORK-ORDER-11721,AeroTech Solutions,James Rodriguez
9c35b34d-17f8-4f25-b5ff-3f088e62f97e,AIRCRAFT-140,SCHEDULED,2026-04-25,2026-04-25,Topped off hydraulic fluid reservoir,WORK-ORDER-674,TitanAir Logistics,Jennifer Kim
9c399259-6427-4187-9911-57f7775e7107,AIRCRAFT-280,EMERGENCY,2026-08-31,2026-09-02,Topped off hydraulic fluid reservoir,WORK-ORDER-6719,Precision Aviation Services,James Rodriguez
9c3b4428-cdd2-4ae1-b869-93bf8a503996,AIRCRAFT-407,EMERGENCY,2026-10-24,2026-10-28,Conducted pre-flight security screening,WORK-ORDER-8949,AeroTech Solutions,Michael Thompson
9c3dac61-bad0-41e0-b1df-7f1c03e1dfc0,AIRCRAFT-333,EMERGENCY,2026-02-09,2026-02-09,Filled main fuel tanks to capacity,WORK-ORDER-2227,SkyMaster Maintenance Corp,Robert Martinez
9c3e8350-5a89-4465-b8e6-276cdc8e7125,AIRCRAFT-460,UNSCHEDULED,2026-06-09,2026-06-09,Completed postponed engine run-up test,WORK-ORDER-3025,Apex Aircraft Support,David Anderson
9c40d18e-e921-4d57-a10c-9db07001a8d5,AIRCRAFT-15,SCHEDULED,2026-09-15,2026-09-15,Replaced worn hydraulic pump seals,WORK-ORDER-7265,TitanAir Logistics,Robert Martinez
9c4324bb-d2de-441f-b73b-cb9fc3598cca,AIRCRAFT-222,SCHEDULED,2026-03-17,2026-03-18,Cleaned fuel injectors and filters,WORK-ORDER-13595,Premier Flight Services,David Anderson
9c45ddcc-d3b5-47d4-a55f-d30fcb805981,AIRCRAFT-73,EMERGENCY,2026-06-24,2026-06-24,Filled main fuel tanks to capacity,WORK-ORDER-3679,Apex Aircraft Support,James Rodriguez
9c46ba04-244e-4cf1-876e-5a0ffa490767,AIRCRAFT-130,UNSCHEDULED,2026-11-06,2026-11-08,Replaced leaking hydraulic line,WORK-ORDER-9422,TitanAir Logistics,Sarah Chen
9c474861-f792-4ee4-99df-7bd2c3eb655f,AIRCRAFT-448,UNSCHEDULED,2026-07-28,2026-07-30,Topped off hydraulic fluid reservoir,WORK-ORDER-5113,SkyMaster Maintenance Corp,James Rodriguez
9c47f0cd-e23f-4c55-901b-0838374dbbe2,AIRCRAFT-271,EMERGENCY,2026-07-31,2026-07-31,Inspected exterior for hail damage,WORK-ORDER-5226,Precision Aviation Services,Sarah Chen
9c481bd6-b15e-4c40-aaab-1bc263539e4d,AIRCRAFT-437,EMERGENCY,2026-04-19,2026-04-20,Completed 100-hour inspection checklist,WORK-ORDER-495,AeroTech Solutions,David Anderson
9c498294-9823-41af-92a2-59573f1e60e8,AIRCRAFT-444,EMERGENCY,2027-01-06,2027-01-06,Replaced damaged tire,WORK-ORDER-12366,TitanAir Logistics,Emily Davis
9c4b5f60-8059-454f-899e-6461f3a473ee,AIRCRAFT-193,SCHEDULED,2026-10-24,2026-10-24,Replaced faulty GPS module,WORK-ORDER-8918,Apex Aircraft Support,Jennifer Kim
9c4b9e19-a676-438f-9f57-62c885ea2d84,AIRCRAFT-436,UNSCHEDULED,2026-03-07,2026-03-11,Replaced engine oil and filter,WORK-ORDER-11498,Precision Aviation Services,Jennifer Kim
9c4bf561-646d-4235-bee5-2deaf98e1279,AIRCRAFT-10,UNSCHEDULED,2026-05-06,2026-05-06,Tested system pressure and flow rates,WORK-ORDER-1387,TitanAir Logistics,Robert Martinez
9c4c4d33-10c0-47d4-b966-ef17bc9d6083,AIRCRAFT-281,EMERGENCY,2026-06-05,2026-06-05,Replaced worn hydraulic pump seals,WORK-ORDER-2773,TitanAir Logistics,Emily Davis
9c5041a5-4ac8-4b18-9e13-1f482b56428a,AIRCRAFT-43,EMERGENCY,2026-03-28,2026-03-30,Updated communication software,WORK-ORDER-13991,Premier Flight Services,James Rodriguez
9c506322-efdb-468b-9a31-ec60a591c0e5,AIRCRAFT-233,EMERGENCY,2027-01-07,2027-01-07,Verified fuel quality and contamination check,WORK-ORDER-12340,Precision Aviation Services,Emily Davis
9c542e4c-f5b9-4f4b-b003-01cd319de2d4,AIRCRAFT-299,EMERGENCY,2026-11-16,2026-11-17,Executed 50-hour maintenance checklist,WORK-ORDER-9975,TitanAir Logistics,Robert Martinez
9c56fd53-c5d2-4ad0-8d6e-ff7e45caaef5,AIRCRAFT-176,EMERGENCY,2026-02-06,2026-02-06,Inspected and adjusted wheel alignment,WORK-ORDER-259,SkyMaster Maintenance Corp,Michael Thompson
9c5703e4-c025-465a-a872-db62f112c972,AIRCRAFT-394,UNSCHEDULED,2026-10-22,2026-10-22,Verified integrity of access panels and doors,WORK-ORDER-8848,Apex Aircraft Support,James Rodriguez
9c58da47-5942-4394-8218-02618efedd2d,AIRCRAFT-459,SCHEDULED,2026-08-06,2026-08-07,Filled main fuel tanks to capacity,WORK-ORDER-5625,AeroTech Solutions,David Anderson
9c58fe16-b0ce-4f9d-b90f-e1dabbf502d9,AIRCRAFT-492,EMERGENCY,2026-10-17,2026-10-18,Checked wing surfaces for lightning strike marks,WORK-ORDER-8587,Precision Aviation Services,Michael Thompson
9c5cb2bb-7f07-4be2-9ad1-4dc2557e4172,AIRCRAFT-249,UNSCHEDULED,2026-10-29,2026-10-30,Repaired antenna cable connection,WORK-ORDER-8925,Horizon Aviation Systems,James Rodriguez
9c5cff9e-c55d-4a47-a7ca-52a13e5224a2,AIRCRAFT-497,EMERGENCY,2026-06-17,2026-06-17,Inspected and adjusted wheel alignment,WORK-ORDER-3256,Premier Flight Services,David Anderson
9c60d8ac-794e-42cd-a0b6-1b375f684200,AIRCRAFT-394,UNSCHEDULED,2026-11-05,2026-11-07,Replaced faulty GPS module,WORK-ORDER-9547,TitanAir Logistics,James Rodriguez
9c618700-e2ce-4484-b449-94ed3a19287e,AIRCRAFT-31,UNSCHEDULED,2026-05-31,2026-06-01,Examined control surfaces for wind damage,WORK-ORDER-2641,AeroTech Solutions,Michael Thompson
9c64af5c-bda0-4cef-95be-84e36c111b55,AIRCRAFT-206,UNSCHEDULED,2026-04-09,2026-04-10,Performed scheduled lubrication service,WORK-ORDER-76,SkyMaster Maintenance Corp,David Anderson
9c661a49-ac18-4f57-8dc9-fbb210865de1,AIRCRAFT-49,EMERGENCY,2026-05-12,2026-05-13,Performed scheduled lubrication service,WORK-ORDER-1615,Premier Flight Services,Sarah Chen
9c69f743-4e99-4a03-8ae0-2bb7244877a8,AIRCRAFT-68,SCHEDULED,2026-12-05,2026-12-06,Performed overdue avionics system test,WORK-ORDER-10765,TitanAir Logistics,James Rodriguez
9c6bb9fa-f1ce-4c5a-a2ce-76012007bdff,AIRCRAFT-187,EMERGENCY,2026-07-06,2026-07-08,Replaced worn brake pads,WORK-ORDER-4235,Precision Aviation Services,Michael Thompson
9c6cdf7a-1832-4a50-b51f-6f35e1453a7f,AIRCRAFT-17,SCHEDULED,2026-06-02,2026-06-02,Replaced worn brake pads,WORK-ORDER-2690,SkyMaster Maintenance Corp,Emily Davis
9c6ec2e7-9b81-4fcc-9dce-ab9c04995acc,AIRCRAFT-65,SCHEDULED,2026-12-20,2026-12-20,Checked wing surfaces for lightning strike marks,WORK-ORDER-11313,Premier Flight Services,David Anderson
9c6f0788-1cfa-42d7-b32c-e7800e87d4ba,AIRCRAFT-293,SCHEDULED,2026-04-24,2026-04-24,Replaced damaged tire,WORK-ORDER-831,AeroTech Solutions,Robert Martinez
9c70a3b2-fca9-4854-ac3b-3a2774f41b3a,AIRCRAFT-112,SCHEDULED,2026-05-06,2026-05-07,Replaced worn hydraulic pump seals,WORK-ORDER-1432,Premier Flight Services,Emily Davis
9c725f7b-2146-4d8d-af1f-f8f473ba3496,AIRCRAFT-451,SCHEDULED,2026-04-19,2026-04-20,Performed overdue avionics system test,WORK-ORDER-593,AeroTech Solutions,James Rodriguez
9c73b154-df66-48a1-810d-96f8d2da43ed,AIRCRAFT-245,SCHEDULED,2026-11-29,2026-11-29,Completed routine pre-flight inspection,WORK-ORDER-10390,Premier Flight Services,Michael Thompson
9c7983e7-ce8a-4ae2-b51d-a0cdbafb68d1,AIRCRAFT-363,SCHEDULED,2026-11-02,2026-11-03,Checked wing surfaces for lightning strike marks,WORK-ORDER-9245,AeroTech Solutions,Emily Davis
9c7a114f-3c02-47b5-bfd0-5f0faa0f19d8,AIRCRAFT-25,EMERGENCY,2026-09-11,2026-09-11,Recalibrated engine sensors,WORK-ORDER-7064,TitanAir Logistics,David Anderson
9c7bfb15-095f-4d02-98f5-57a17cfbba02,AIRCRAFT-218,UNSCHEDULED,2026-03-27,2026-03-29,Inspected exterior for hail damage,WORK-ORDER-13978,Premier Flight Services,Robert Martinez
9c7fd0ab-4353-43a4-b69b-545c0a73b3c0,AIRCRAFT-471,UNSCHEDULED,2026-06-03,2026-06-04,Replaced worn turbine blades,WORK-ORDER-2600,TitanAir Logistics,James Rodriguez
9c828304-ef90-4852-9b7b-9ebb4afcc8ec,AIRCRAFT-23,SCHEDULED,2026-11-06,2026-11-09,Replaced faulty GPS module,WORK-ORDER-9580,Precision Aviation Services,Sarah Chen
9c84815d-f060-4696-aa30-0bd06a9b9e48,AIRCRAFT-244,UNSCHEDULED,2027-01-11,2027-01-11,Repaired antenna cable connection,WORK-ORDER-12443,Apex Aircraft Support,James Rodriguez
9c85688c-d7cf-431a-9891-93d2710829a1,AIRCRAFT-328,EMERGENCY,2027-01-12,2027-01-12,Cleaned and tested headset jacks,WORK-ORDER-12528,Horizon Aviation Systems,James Rodriguez
9c862316-c21e-465c-9e2b-af776a7ed1d3,AIRCRAFT-245,EMERGENCY,2026-07-30,2026-07-30,Inspected exterior for hail damage,WORK-ORDER-5105,Apex Aircraft Support,Sarah Chen
9c863f9c-a1d5-4921-8329-6bb3dcd6fca0,AIRCRAFT-180,EMERGENCY,2026-08-28,2026-08-28,Replaced navigation display unit,WORK-ORDER-6380,Premier Flight Services,Michael Thompson
9c8a809a-7ff8-423d-8716-79b848ede257,AIRCRAFT-185,EMERGENCY,2026-11-26,2026-11-27,Assessed corrosion from moisture exposure,WORK-ORDER-10263,SkyMaster Maintenance Corp,Michael Thompson
9c8aea85-baf6-4776-87bc-1441c68ed830,AIRCRAFT-476,EMERGENCY,2026-02-07,2026-02-08,Cleaned and tested headset jacks,WORK-ORDER-676,SkyMaster Maintenance Corp,Michael Thompson
9c8ea72a-14ec-4d1c-a0dc-0bda6ffb010c,AIRCRAFT-379,UNSCHEDULED,2026-02-22,2026-02-23,Verified fuel quality and contamination check,WORK-ORDER-6664,Precision Aviation Services,Sarah Chen
9c8ee4c9-4804-4710-b3b7-f08f1f929ee1,AIRCRAFT-82,SCHEDULED,2026-09-28,2026-09-28,Replaced faulty GPS module,WORK-ORDER-7674,AeroTech Solutions,Jennifer Kim
9c8f065a-04f9-47ac-a4b6-d3b801612d6a,AIRCRAFT-50,EMERGENCY,2026-10-06,2026-10-07,Repaired antenna connection,WORK-ORDER-8039,Apex Aircraft Support,James Rodriguez
9c901848-bb5e-42b3-8a86-6b5ef27a4050,AIRCRAFT-423,EMERGENCY,2026-04-02,2026-04-02,Inspected cargo hold for unauthorized items,WORK-ORDER-14020,AeroTech Solutions,Jennifer Kim
9c94c7fe-7770-4861-b736-2902fe6eeb56,AIRCRAFT-279,UNSCHEDULED,2026-12-03,2026-12-03,Replaced damaged tire,WORK-ORDER-10490,Horizon Aviation Systems,James Rodriguez
9c964efe-db45-4f00-a8cf-911d892fdd93,AIRCRAFT-420,EMERGENCY,2026-07-26,2026-07-26,Completed postponed engine run-up test,WORK-ORDER-5024,Horizon Aviation Systems,Jennifer Kim
9c968a2a-2922-4566-851e-a614bb0e9d41,AIRCRAFT-106,UNSCHEDULED,2026-10-02,2026-10-03,Replaced landing gear actuator seal,WORK-ORDER-7907,TitanAir Logistics,Jennifer Kim
9c9a04a2-bbed-4c09-88e1-62291c1364e3,AIRCRAFT-188,UNSCHEDULED,2026-10-23,2026-10-24,Verified fuel quality and contamination check,WORK-ORDER-8807,SkyMaster Maintenance Corp,James Rodriguez
9c9a8a59-9521-45aa-85a1-e370bbffe87a,AIRCRAFT-477,SCHEDULED,2026-05-25,2026-05-25,Recalibrated inertial navigation system,WORK-ORDER-2232,Premier Flight Services,Sarah Chen
9c9c5c08-2444-440e-9e21-1ece3fd45696,AIRCRAFT-14,UNSCHEDULED,2026-08-31,2026-08-31,Serviced and greased landing gear struts,WORK-ORDER-6714,Horizon Aviation Systems,Jennifer Kim
9c9daf5b-f8e1-4fe2-8741-92b21bb9e225,AIRCRAFT-82,SCHEDULED,2026-12-31,2027-01-01,Finished pending electrical system checks,WORK-ORDER-11769,Precision Aviation Services,Sarah Chen
9c9dcf84-0a5e-4c90-87b8-dd327b51e054,AIRCRAFT-97,EMERGENCY,2026-05-11,2026-05-11,Inspected cargo hold for unauthorized items,WORK-ORDER-1774,Horizon Aviation Systems,David Anderson
9c9e355b-aff3-4040-a700-f693bc668268,AIRCRAFT-164,EMERGENCY,2026-10-09,2026-10-11,Completed routine pre-flight inspection,WORK-ORDER-8089,Precision Aviation Services,Sarah Chen
9c9ffc6d-5819-40cd-ab2f-6cd4dbb1d5b4,AIRCRAFT-162,UNSCHEDULED,2027-01-26,2027-01-26,Cleaned and tested headset jacks,WORK-ORDER-13098,Premier Flight Services,Jennifer Kim
